fyear,gvkey,p_aaer,misstate,act,ap,at,ceq,che,cogs,csho,dlc,dltis,dltt,dp,ib,invt,ivao,ivst,lct,lt,ni,ppegt,pstk,re,rect,sale,sstk,txp,txt,xint,prcc_f,dch_wc,ch_rsst,dch_rec,dch_inv,soft_assets,ch_cs,ch_cm,ch_roa,issue,bm,dpi,reoa,EBIT,ch_fcf
2006,28819,2620.5,0,56.22,7.632,65.66,47.655,32.405,36.35,22.087,0.0,0.0,0.0,2.079,6.826,0.203,0.0,8.0,17.505,18.005,6.826,12.896,0.0,-55.688,16.724,75.115,3.826,0.0,4.942,0.0,24.64,0.056953057,0.082604935,0.083543419,-0.002852253,0.444776119,0.467194711,0.185802711,-0.10139257,1,0.087565098,0.867064227,-0.848126713,0.179226317,-0.09662698
2000,61314,2620.5,0,46.971,12.639,80.816,-25.114,4.095,94.805,38.833,1.258,4.802,81.674,6.243,-75.72,22.994,0.0,0.0,21.937,105.93,-75.72,42.825,0.0,-112.07,19.101,109.288,1.863,0.0,6.948,10.027,0.21,-0.105268318,-0.684703072,-0.018796959,-0.04327133,0.618281034,-0.04360555,-0.695836387,-0.588543436,1,-3.079609512,0.627802491,-1.38673035,-0.726898139,0.132398685
2007,27301,2620.5,0,2.944,0.697,9.07,-16.061,0.117,3.081,21.817,0.05,0.0,0.051,0.019,-0.728,2.7,0.0,0.0,0.747,1.605,-0.646,4.291,23.526,-44.961,0.065,3.476,0.0,0.0,0.0,0.077,0.04,0.033064903,0.168631006,0.003626473,0.010452776,0.877398015,-0.302532928,-1.477275717,0.031388245,0,-7.034304207,1.745696016,-4.957111356,-0.062734289,-0.145272252
2004,128763,2620.5,0,492.181,120.211,2271.702,1159.35,229.569,456.971,194.433,181.868,318.078,652.946,186.454,-467.723,54.69,18.121,2.06,368.153,1071.461,-467.723,1595.053,0.0,-646.495,173.965,769.121,1.968,2.038,7.894,28.55,6.13,0.03587079,0.474596347,0.051594921,0.021344617,0.442985039,0.939779647,-0.527239427,-0.284458382,1,0.972711644,1.335149155,-0.284586183,-0.189848404,-0.760003969
1991,8069,2620.5,0,2.929,0.569,5.021,3.374,0.447,4.435,2.52,0.773,0.0,0.09,0.404,-0.154,0.249,0.07,0.0,1.557,1.647,-0.154,2.507,0.0,-0.26,2.058,4.752,0.0,0.092,0.034,0.069,1.75,0.051963626,0.00039972,0.076746278,0.009193565,0.775941048,-0.166889186,-1.244630539,-0.055913439,0,0.765079365,0.858617414,-0.051782513,-0.010157339,-0.075946837
2004,109189,2620.5,0,8.153,2.437,21.654,8.947,3.891,22.509,4.117,1.137,10.001,8.452,0.393,-4.919,1.056,0.0,0.0,4.255,12.707,-4.919,2.862,0.0,-11.207,3.028,26.827,2.949,0.0,0.036,0.519,5.48,0.010047191,0.002679251,0.02119044,0.02441772,0.769188141,0.036806453,4.287403809,-0.243303892,1,0.396566489,1.286304903,-0.517548721,-0.201533204,-0.263236413
2007,11538,2620.5,0,18.63,5.885,104.579,62.581,11.325,118.516,6.656,0.955,0.0,21.349,5.362,4.554,1.297,0.0,0.0,14.218,41.998,4.554,124.249,0.0,26.484,3.365,141.268,0.427,0.0,1.14,1.923,10.5,0.009552344,0.079576715,0.010915564,-0.000215761,0.14059228,0.020697239,0.01876169,-0.004054154,1,0.895447001,1.073303655,0.253243959,0.07283489,-0.081175311
2013,61676,2620.5,0,1563.095,78.452,5212.249,3319.807,734.716,276.963,183.289,0.0,0.0,0.0,267.5,339.523,14.107,880.0,453.976,1464.061,1892.442,339.523,936.264,0.0,2908.492,654.821,2918.434,73.655,29.322,48.367,0.128,63.25,-0.01957047,0.108081499,0.004768874,0.000676215,0.794002167,0.18649425,-0.00329463,-0.011414269,1,0.286362341,0.940191349,0.558010947,0.074443489,-0.110684047
2000,28206,2620.5,0,16.303,4.556,38.362,21.501,7.256,14.25,17.477,0.0,0.0,6.314,3.146,-12.874,7.19,0.0,0.0,9.36,15.674,-14.374,23.99,0.92,-179.51,1.71,26.079,5.836,0.0,0.0,1.161,4.375,-0.016592365,0.348085383,0.000206667,0.089043725,0.665007038,0.091152591,0.166485761,-0.226756583,1,0.281198964,0.761628897,-4.67937021,-0.344429383,-0.545186147
2001,24741,2620.5,0,0.0,0.066,0.188,-12.232,0.0,0.0,75.0,6.9,0.0,0.0,0.0,-1.112,0.0,0.006,0.0,12.42,12.42,-1.112,0.0,0.0,-49.463,0.0,0.0,0.0,0.0,0.0,1.092,0.005,-0.999627561,-2.072079423,0.0,0.0,0.993598596,-1.0,-0.0232045695,-1.480906149,0,-7.034304207,0.974302122,-89.01324503,-0.106382979,1.496539855
2011,62266,2620.5,0,409.96,27.198,814.897,274.714,158.83,334.001,33.822,27.0,0.0,282.744,57.089,42.282,0.0,0.0,12.097,197.385,540.183,42.282,157.279,0.0,539.586,214.924,734.731,1.486,2.334,33.69,22.232,14.71,0.066078326,0.105118922,0.023690616,0.0,0.754589844,0.5090162,0.16541321,0.018781316,1,0.552164949,0.655935118,0.662152395,0.120510936,-0.081687955
2005,29921,2620.5,0,6.311,1.485,9.324,5.035,1.274,6.762,2.545,0.226,0.0,2.293,0.588,-0.488,3.279,0.0,1.026,1.996,4.289,-0.488,7.445,0.0,-5.54,1.517,11.983,0.009,0.0,0.0,0.368,3.6,0.051841601,0.069512455,-0.041622312,0.09889291,0.572930073,0.092144749,0.408990274,-0.017159976,1,0.5495525,1.020190476,-0.594165594,-0.012870013,-0.086118799
2001,106305,2620.5,0,51.138,38.729,113.85,61.319,21.941,73.789,20.726,10.965,8.137,0.963,5.902,-2.895,6.32,0.0,0.159,51.568,52.531,-2.895,26.547,0.0,7.444,20.85,80.792,0.384,0.0,1.336,0.743,2.16,-0.182958762,-0.159466686,-0.0707538,0.005375697,0.705972771,0.542388252,-0.96691216,-0.058981926,1,1.369701145,0.757640865,0.065384278,-0.007167325,0.105755975
2012,7636,2620.5,0,239.596,72.417,484.856,230.022,3.948,541.702,33.48,0.0,17.7,92.814,33.007,29.962,107.502,0.0,0.0,114.477,254.834,29.962,507.285,0.0,-56.713,115.508,791.188,3.122,1.09,17.379,4.679,15.15,0.038488944,0.053515,0.021186213,0.026893225,0.681490999,0.043929989,0.0433066,0.008677999,1,0.453493737,1.085937964,-0.116968749,0.107289587,-0.041569023
2011,60902,2620.5,0,499.531,80.636,1487.529,222.876,335.045,1271.954,50.73,37.535,218.25,424.436,66.262,-2.649,23.595,0.0,30.93,488.82,1264.653,-2.649,910.726,0.0,-38.289,94.164,1650.459,0.226,0.0,1.567,24.521,5.8,-0.045597207,-0.056867719,0.026316032,0.004023757,0.284604199,0.242870831,-0.103266978,-0.104769289,1,0.757478741,1.455886504,-0.025740002,0.015757004,-0.029813883
2004,30281,2620.5,0,23.848,1.455,33.026,26.001,23.065,38.759,61.509,0.936,0.478,0.716,1.978,-40.544,0.0,0.0,20.204,6.309,7.025,-40.544,15.066,0.0,-232.972,0.0,0.0,29.95,0.0,0.0,0.19,1.67,-0.058370015,-0.24719221,0.0,0.0,0.118149337,0.067917957,-0.0232045695,-0.333339946,1,0.253124926,0.91628524,-7.054199721,-1.221885787,0.201680672
2007,3107,2620.5,0,754.6,149.9,3075.8,1163.7,157.1,1715.0,43.584,0.0,1195.0,440.0,107.2,269.8,318.9,93.7,0.0,399.6,1659.6,270.0,2154.8,134.7,1285.9,84.9,2289.7,0.0,11.5,84.1,21.8,100.8,0.049685974,0.249985046,0.014754262,0.016149935,0.355939918,0.158438754,-0.070404656,-0.044297741,1,0.264882591,1.388437681,0.418070096,0.122212107,-0.253972685
2007,108160,2620.5,0,13.246,5.142,18.449,11.741,6.17,37.401,172.678,0.0,2.5,1.42,0.989,0.811,5.244,0.0,0.0,5.288,6.708,1.289,7.573,0.0,-18.334,0.156,39.827,0.0,0.146,0.501,0.473,0.075,0.037203374,0.096862293,0.000121381,0.047581477,0.384790504,-0.016715224,0.355145259,-0.069635248,1,0.906581421,1.533057125,-0.9937666,0.122662475,-0.166413789
2001,27923,2620.5,0,121.75,8.961,222.223,-123.924,26.221,144.706,5.577,9.006,0.0,243.291,14.778,25.879,52.498,0.0,0.01,50.725,294.016,25.879,155.082,52.131,-244.001,25.513,365.921,0.002,1.921,18.926,28.345,28.0,0.004169245,0.08595511,-0.025774337,0.015046322,0.51134671,0.096882259,0.017848323,0.005452792,1,-0.793591024,0.911322731,-1.098000657,0.329173848,-0.076622866
2013,260838,2620.5,0,47.388,11.627,55.55,38.758,24.179,0.126,24.976,0.0,0.0,0.0,1.124,24.967,0.311,0.0,0.0,14.678,16.792,24.967,0.32,0.0,24.967,22.507,27.011,0.876,0.0,-6.556,0.0,7.74,0.266666667,0.464899039,0.382809391,0.008025289,0.56430243,0.089865344,-2.26197665,0.505304874,1,0.200492214,0.997488941,0.449450945,0.331431143,0.113721695
2000,3814,2620.5,0,535.584,140.15,4436.036,892.388,137.086,856.636,120.043,7.0,899.856,2308.579,135.615,284.957,46.045,0.0,0.0,429.122,3520.729,243.519,3853.358,22.919,971.609,241.59,1436.953,0.0,223.644,156.64,227.571,33.1875,-0.010791851,-0.12109789,0.005356844,-0.01071665,0.458066616,0.048174875,-0.061472779,0.005450329,1,0.223997073,1.005998274,0.219026401,0.141506967,0.139299354
1995,13840,2620.5,0,36.911,6.406,48.644,13.243,1.105,65.708,7.678,15.474,9.16,8.62,1.064,-6.139,11.939,3.044,0.492,24.605,35.401,-6.139,10.145,0.0,-33.767,23.28,74.303,0.06,0.0,0.0,3.31,3.75,-0.048192995,-0.071963739,-0.097968225,-0.018540063,0.934339281,-0.139659609,0.140536085,0.105489982,1,0.459946167,0.951403142,-0.694165776,-0.058157224,0.226966857
2003,9330,2620.5,0,0.923,0.101,19.827,18.041,0.164,2.253,10.868,1.026,0.566,0.149,1.376,-3.632,0.072,0.0,0.0,1.637,1.786,-3.632,0.366,0.0,-10.754,0.088,0.0,0.292,0.0,0.0,0.232,1.01,0.014152555,-0.068029867,0.004294568,0.003513738,0.985625662,0.067917957,-0.0232045695,0.496067453,1,1.643575289,0.292256112,-0.542391688,-0.171483331,0.238348543
2013,11600,2620.5,0,1198.922,333.744,2296.381,850.812,190.079,2557.79,67.408,111.535,247.566,554.79,79.73,151.3,410.002,0.0,0.0,589.663,1351.499,151.3,1110.132,0.0,588.202,498.565,3126.426,4.618,4.953,57.349,26.671,40.3,0.022601041,-0.031721321,0.048744149,0.025067585,0.699988809,0.154244023,-0.223227144,-2.7833e-05,1,0.313196658,0.917205626,0.256143036,0.102474285,0.038717868
2010,25731,2620.5,0,16.351,1.732,60.857,20.393,4.892,27.089,21.389,2.264,0.0,25.179,4.792,4.256,2.449,0.039,0.0,7.926,40.464,4.256,29.876,0.0,-37.22,7.458,67.781,0.005,0.0,2.91,2.45,0.6903,0.018555357,0.03910822,0.000528266,0.004572806,0.769903216,0.01813892,0.017348649,0.019170835,1,1.381187901,0.972121318,-0.61159768,0.158009761,-0.018703931
1994,31144,2620.5,0,23.754,0.959,26.228,18.25,20.092,3.302,4.436,0.143,0.0,0.003,0.567,1.409,0.0,0.0,0.0,7.975,7.978,1.409,5.242,0.0,-9.615,3.552,18.495,13.148,0.303,0.037,0.017,13.0,-0.240889934,0.138077353,0.053155194,0.0,0.180837273,0.067917957,-0.0232045695,-0.001893223,1,0.316466671,1.087237225,-0.366592954,0.055780082,-0.034347315
1996,12874,2620.5,0,9.698,1.969,12.795,4.133,0.235,7.768,9.032,0.0,1.0,5.66,1.576,-6.06,5.763,0.0,0.0,3.002,8.662,-6.06,11.436,0.0,-40.624,3.518,11.263,1.661,0.0,0.0,0.624,1.812,-0.185234899,-0.259443912,-0.192010227,-0.068903803,0.821805393,-0.355484279,0.255826726,-0.125046663,1,0.252536087,0.742416414,-3.174990231,-0.424853458,0.207989773
1994,29005,2620.5,0,21.789,3.933,27.965,22.162,10.146,12.747,7.433,0.0,0.0,0.0,0.4,2.044,2.966,0.0,9.643,5.803,5.803,2.044,5.788,0.0,3.734,8.534,22.621,13.412,0.841,1.215,0.041,9.5,0.0035726965,0.026280209,0.005001114,0.0,0.468621491,0.067917957,-0.0232045695,-0.001893223,1,0.313849335,0.974302122,0.133524048,0.118004649,-0.0261545384999999
1991,2675,2620.5,0,680.054,362.629,1431.153,898.545,228.973,2650.765,80.8,63.713,0.0,14.232,53.091,59.391,191.786,0.0,0.0,452.356,494.309,67.228,784.822,0.0,58.946,249.056,3035.084,223.085,26.014,46.906,12.114,17.0,0.00220644,0.049938157,0.014977364,-0.03844195,0.43912915,-0.198795739,1.179750152,0.009690122,1,0.65415332,1.104539006,0.04118777,0.088214188,-0.036360235
1997,64497,2620.5,0,23.316,0.911,25.036,22.776,22.23,0.0,8.934,0.394,0.0,0.439,0.464,-8.555,0.848,0.0,20.717,1.821,2.26,-8.555,2.691,0.0,-25.178,0.0,0.0,24.715,0.0,0.0,0.085,10.125,0.000930637,1.321565951,0.0,0.052611987,0.048290462,0.067917957,-0.0232045695,0.79255518,1,0.251788838,1.14678039,-1.005671833,-0.33831283,-1.450241966
2000,104904,2620.5,0,100.492,8.514,121.904,102.826,93.005,35.916,66.651,0.612,0.0,3.04,3.742,-33.409,0.0,1.179,0.0,15.084,19.078,-33.409,41.433,0.0,-372.049,6.506,2.272,0.03,0.35,-0.186,0.471,2.9,0.024578882,-0.124537498,0.028153212,0.0,0.083877477,-1.559440559,-2.653447158,-0.014615958,1,0.531983637,0.49568607,-3.051983528,-0.271722011,0.161991325
2003,2055,2620.5,0,1365.0,245.0,5362.0,3494.0,970.0,1134.0,535.0,41.0,0.0,719.0,522.0,217.0,157.0,127.0,0.0,350.0,1868.0,200.0,7311.0,0.0,-621.0,69.0,2035.0,29.0,0.0,5.0,49.0,22.71,0.041231291,0.034265274,-0.000564812,-0.000376541,0.191346513,0.043522786,-0.195543869,0.000762242,1,0.287575567,0.939862673,-0.115814994,0.047370384,-0.029746776
1993,13628,2620.5,0,7.147,0.564,30.296,20.359,0.53,6.566,3.759,0.435,0.7,3.555,4.148,1.574,0.815,0.0,0.0,6.18,9.937,1.574,40.849,0.0,1.333,3.675,21.274,0.138,0.0,0.909,0.292,12.75,-0.018382856,0.005374504,0.006778036,-0.037895385,0.299280433,0.111603376,-0.03906048,-0.010218021,1,0.424789655,0.94601097,0.043999208,0.09159625,-0.011536355
2011,23485,2620.5,0,764.0,25.0,4385.0,1083.0,333.0,1136.0,136.0,179.0,15.0,1987.0,171.0,79.0,0.0,56.0,101.0,479.0,3297.0,219.0,3463.0,0.0,245.0,280.0,1650.0,0.0,0.0,28.0,123.0,13.69,-0.039049355,-0.039292367,-0.003228896,0.0,0.371493729,0.019996385,-0.057233611,0.035506987,1,0.581682637,0.947016445,0.055872292,0.084378563,0.050139373
1996,24205,2620.5,0,348.528,42.939,1316.914,701.493,141.475,380.642,96.437,22.885,30.168,372.87,51.479,80.663,108.586,0.0,123.722,128.826,615.421,80.663,678.604,0.0,290.165,85.228,716.481,0.0,5.868,45.304,28.729,12.25,0.016048051,0.05438557,0.009540461,0.000469228,0.520888228,0.032344353,0.012898325,0.008794494,1,0.593804605,0.984931597,0.220337091,0.117468567,-0.044280058
2001,25186,2620.5,0,322.959,93.675,417.672,201.895,10.276,986.745,41.496,0.0,0.0,57.75,16.822,15.354,296.158,0.0,0.0,143.747,215.777,15.354,179.749,0.0,201.48,5.201,1320.19,3.045,4.071,9.41,4.0,8.86,0.139729416,0.014075212,0.001096995,0.046318938,0.763266391,0.094010965,-0.023885424,-0.068035641,1,0.549143196,0.93459349,0.482388094,0.068867437,-0.073513516
2005,12094,2620.5,0,2.756,1.186,5.686,0.257,0.2,5.613,7.327,1.465,0.0,1.124,0.299,0.148,1.476,0.0,0.0,3.233,5.426,0.148,2.871,0.0,-9.472,1.039,8.508,0.0,0.0,0.0,0.236,0.75,-0.066442446,0.011805889,-0.304659498,0.056146613,0.678508618,2.22613726,-2.196307043,0.331377379,0,0.046767663,1.144517242,-1.665845937,0.067534295,0.353902121
2014,183729,2620.5,0,2.23,1.084,2.249,-2.979,1.314,0.0,55.971,2.451,0.0,0.0,0.005,-5.504,0.0,0.0,0.0,4.663,5.228,-5.504,0.022,0.0,-16.137,0.89,0.0,0.973,0.0,0.0,1.256,0.65,-0.51713923,-1.868810834,0.382809391,0.0,0.409959982,9.6,0.568418014,1.621628498,1,-0.081883063,0.675,-7.175188973,-1.888839484,1.898434194
2001,65141,2620.5,0,99.456,3.786,189.38,97.209,12.995,116.12,9.139,54.962,13.954,17.543,11.853,1.77,54.538,0.0,0.0,73.33,91.635,2.078,172.043,0.0,74.45,28.343,158.585,0.41,0.0,0.298,3.955,9.3,0.106847858,-0.048590842,0.016313146,0.057737075,0.456547682,0.191132854,0.058036174,-0.075579734,1,1.143733521,0.980846515,0.393124934,0.033430141,-0.012023634
2005,8001,2620.5,0,313.493,99.419,2400.403,737.495,27.929,939.356,35.603,156.455,0.0,586.515,74.413,61.547,40.925,1.297,25.238,424.659,1662.908,59.467,2237.174,0.0,21.853,160.856,1165.75,0.131,0.0,38.51,61.295,31.07,-0.016808343,0.017668349,0.008104,0.005356135,0.401294699,0.141584054,0.310284356,-0.199431221,1,0.666701194,1.000349628,0.009103888,0.066352192,-0.217431577
2004,145049,2620.5,0,423.988,206.739,914.983,543.011,170.992,1328.611,50.828,12.173,74.02,24.347,36.78,60.926,216.296,0.0,0.0,313.895,371.972,60.926,292.964,0.0,92.188,9.812,1842.806,9.474,0.0,37.985,2.155,19.4,-0.03608013,-0.018864253,0.000294392,-0.007971743,0.629073983,0.168985767,-0.047140851,-0.007366293,1,0.550685798,1.214352995,0.100753785,0.110456697,0.016062566
2005,130299,2620.5,0,10.733,4.628,21.459,6.777,0.066,10.401,46.665,1.512,3.088,3.928,0.32,-0.018,7.4,0.0,0.0,10.04,14.591,-0.018,12.327,0.0,2.687,1.691,13.337,0.0,0.0,0.007,0.592,0.12,-0.068807339,-0.008631745,-0.012133767,0.058054651,0.51600727,0.18452952,-0.237471805,-0.03997254,1,1.210221794,1.115246958,0.125215527,0.027074887,-0.025155371
1994,8033,2620.5,0,88.735,45.023,829.482,528.659,44.135,48.265,93.385,0.0,0.0,195.695,98.531,26.46,0.0,0.0,0.0,45.023,300.823,26.46,1534.261,0.0,40.429,44.6,210.809,4.503,0.0,34.653,11.22,8.0,0.014897364,0.028553178,0.014888682,0.0,0.053768497,0.5954049,1.388087242,0.010806011,1,0.707633721,0.691138832,0.048740057,0.087202616,-0.01000186
1994,25272,2620.5,0,3.498,0.27,5.552,3.474,3.227,0.0,9.98,0.455,0.0,0.505,1.109,-8.208,0.0,0.0,1.626,1.573,2.078,-8.208,2.122,0.0,-28.965,0.0,0.0,0.072,0.0,0.0,0.155,0.75,-0.031768805,-0.342795655,0.0,0.0,0.205511527,0.067917957,-0.0232045695,-0.192009363,1,0.464128424,0.466736726,-5.217038905,-1.4504683,0.433183029
2009,123914,2620.5,0,0.29,0.014,0.294,-3.996,0.279,0.0,0.535,0.75,0.0,0.0,0.004,-0.778,0.0,0.0,0.0,0.79,0.79,-0.778,0.032,3.5,-4.16,0.003,0.0,0.0,0.0,0.0,0.017,0.61,-0.122222222,-2.072079423,-0.018518519,0.0,0.037414966,-2.25,-0.717647059,-0.824225805,0,-7.034304207,1.75,-14.14965986,-2.588435374,3.049857201
1997,62808,2620.5,0,4.307,0.287,5.162,4.418,4.118,1.149,6.343,0.039,0.0,0.057,0.232,-3.543,0.044,0.0,0.0,0.679,0.744,-3.543,1.576,0.0,-5.258,0.104,2.684,4.704,0.0,0.0,0.04,1.281,-0.041551247,-0.397968606,-0.001385042,-0.006925208,0.083882216,0.204657412,-0.182448623,0.275667447,1,0.543728564,0.404025256,-1.018597443,-0.678612941,0.165743306
1999,13065,2620.5,0,6.693,0.539,28.826,6.98,4.942,8.121,7.569,2.851,1.354,17.178,1.802,-0.679,0.078,0.5,0.065,4.668,21.846,3.192,29.121,0.0,-0.792,1.507,14.746,0.0,0.0,0.0,1.788,0.5625,-0.103296591,-0.055877308,-0.061889638,-0.07455969,0.08863526,-0.500286533,0.239933026,0.093196368,1,1.63943571,0.952561155,-0.027475196,0.172760702,0.017765247
2004,4900,2620.5,0,69.54,1.896,88.374,69.193,30.233,34.999,8.517,0.0,0.0,0.0,2.014,5.037,22.948,0.0,23.532,9.844,19.181,5.037,35.536,0.0,17.341,12.728,55.173,0.177,3.184,2.11,0.298,11.48,-0.004198106,0.026280209,-0.028171504,0.011301744,0.581290877,0.265411259,0.327721809,0.05383075,1,0.707674628,0.638255954,0.196222871,0.084244235,-0.0261545384999999
1995,13336,2620.5,0,20.09,5.239,110.234,34.481,3.369,38.688,9.448,14.098,61.605,29.319,0.837,3.09,6.631,0.0,0.0,24.499,75.753,0.065,4.024,0.0,1.014,8.784,54.891,0.009,0.0,-1.2,4.344,7.75,-0.020503599,0.015226339,-0.001771135,-0.012316617,0.95625669,-0.394275598,0.468717275,0.006723006,1,0.470910382,0.856304866,0.009198614,0.029110801,0.018786682
2012,185865,2620.5,0,0.138,0.529,64.804,4.582,0.079,0.0,8.533,0.2,0.0,0.0,0.0,-1.205,0.0,0.0,0.0,0.729,0.729,-1.205,0.0,59.493,-1.44,0.0,0.0,0.0,0.0,0.0,0.0,10.0,-0.007253838,-0.010342867,0.0,0.0,0.993598596,0.067917957,-0.0232045695,-0.001893223,0,0.05369741,0.974302122,-0.022220851,-0.018594531,-0.0261545384999999
1996,13480,2620.5,0,11.964,0.958,22.577,8.399,6.596,17.503,36.351,1.646,0.0,0.022,1.78,-5.884,0.016,0.0,0.0,14.092,14.129,-5.884,8.438,0.049,-40.495,5.241,27.714,15.076,0.0,0.027,0.108,1.0,0.098915422,0.618814877,-0.132104455,-0.026811898,0.608539664,-0.299924383,0.200509934,0.21980895,1,0.231052791,1.139921795,-1.793639545,-0.254639678,-0.341898245
2003,65073,2620.5,0,14.245,16.613,326.539,208.444,0.0,25.821,57.625,0.977,0.0,73.133,38.526,12.278,0.0,0.0,0.0,22.488,118.095,12.278,443.55,0.0,-116.637,12.442,89.297,117.617,0.0,-0.9,3.171,6.24,-0.017668836,0.28752578,0.012654953,-6.1945e-05,0.098009732,1.313939067,0.280176923,-0.010978173,1,0.579687413,0.564803696,-0.357191637,0.044555168,-0.276277338
1999,63252,2620.5,0,93.234,2.909,116.721,75.456,7.887,433.378,8.859,17.5,0.0,0.0,3.696,15.221,0.0,0.0,0.0,41.265,41.265,15.221,28.045,0.0,42.836,76.304,513.536,0.689,0.0,9.528,0.251,14.375,0.179336194,0.04622626,0.12245649,0.0,0.77646696,0.129572542,-0.147710713,-0.02259475,1,0.592517558,0.901025247,0.3669948,0.214185965,-0.033490552
1996,4020,2620.5,0,111.443,36.681,287.036,128.26,13.615,200.286,15.909,6.168,0.2,97.662,13.39,19.573,54.077,0.0,0.0,56.145,158.776,19.573,123.005,0.0,74.992,38.916,328.422,22.783,0.0,8.492,10.677,11.5,-0.054691102,0.061043056,-0.01024862,0.008927357,0.76901852,0.065751636,-0.011057943,0.013071315,1,0.701052453,0.993677353,0.261263396,0.134972617,-0.047812762
2009,162146,2620.5,0,3.905,0.824,4.777,-0.914,3.72,0.568,8.137,0.44,1.322,3.162,0.15,-5.652,0.0,0.0,0.09,1.91,5.691,-5.652,0.812,0.0,-45.943,0.081,0.118,5.484,0.0,0.002,7.029,1.95,-0.45480315,0.151811024,0.024566929,-0.166929134,0.104249529,-0.245283019,-17.35969922,1.621628498,1,-0.057603287,1.430209102,-9.617542391,0.288674901,1.8379194
2012,108834,2620.5,0,0.928,0.253,6.621,6.312,0.861,0.091,45.11,0.0,0.0,0.0,0.005,-3.926,0.0,0.0,0.07,0.286,0.286,-3.926,5.858,0.0,-9.381,0.045,0.0,1.248,0.0,0.0,0.005,0.465,0.015798434,-0.259448417,-0.009397344,0.0,0.011025525,0.067917957,-0.0232045695,-0.001893223,1,0.30091318,0.96761581,-1.41685546,-0.592206615,-0.208103507
2001,62111,2620.5,0,0.271,0.768,0.325,-2.401,0.044,0.097,19.82,1.188,0.0,0.0,0.009,-1.185,0.153,0.0,0.0,2.726,2.726,-1.185,0.041,0.0,-9.572,0.022,0.239,0.0,0.0,-0.207,0.2,0.16,-0.110119048,1.425595238,-0.005952381,0.148809524,0.830769231,1.042372881,-1.061794824,-0.027204124,0,-0.75712664,2.14175178,-29.45230769,-3.667692308,0.564135186
2013,107213,2620.5,0,125.645,21.357,153.212,58.253,0.0,151.059,24.011,55.372,0.251,8.73,2.708,0.109,74.735,0.0,0.0,83.713,93.033,0.109,22.608,0.0,22.073,47.675,179.947,9.416,1.154,0.465,3.825,1.43,0.068475256,0.065324445,0.07137825,0.031493944,0.898206407,-0.052800625,-0.721837972,-0.041326885,1,1.69657089,0.829745182,0.14406835,0.02871185,-0.102546492
2000,23170,2620.5,0,23.798,3.786,47.663,28.828,4.23,15.801,29.359,2.903,0.0,0.0,5.439,-27.502,6.697,1.366,0.0,18.835,18.835,-35.703,10.653,0.0,-45.365,4.841,22.017,12.46,0.0,0.05,0.362,4.75,-0.203256764,0.302098941,-0.116599591,-0.026846635,0.809474855,-0.56352382,0.823273295,-0.64895131,1,0.206718643,0.656370656,-0.951786501,-0.740427585,-0.788037892
2013,23753,2620.5,0,432.44,61.255,529.169,413.641,60.593,393.339,36.465,0.0,0.0,0.0,10.159,81.92,164.421,0.0,0.0,91.738,115.528,81.92,143.227,0.0,370.157,180.777,664.466,0.551,0.0,45.83,0.189,56.041,0.075796545,0.102373332,0.100421389,0.040943774,0.763064352,0.10082576,-0.123599091,-0.006115833,1,0.202414437,1.064834958,0.699506207,0.241773422,-0.069203124
1998,7991,2620.5,0,771.6,226.9,1151.2,98.1,25.1,997.3,20.8,44.7,513.6,586.6,10.1,72.8,472.8,0.0,0.0,425.4,1052.5,34.5,149.0,0.0,-81.1,249.8,1233.2,0.0,0.0,1.7,49.3,28.5625,0.204058171,0.048399149,0.127033397,0.268206186,0.891765115,0.380425427,0.58673066,0.010408448,1,0.165123717,1.588967468,-0.070448228,0.074270327,0.000459849
2009,179596,2620.5,0,0.742,0.204,2.999,2.116,0.517,1.022,2.761,0.005,0.0,0.01,0.134,-1.14,0.062,0.0,0.0,0.364,0.883,-2.364,2.196,0.0,-5.041,0.007,1.342,0.172,0.0,0.0,0.002,1.4,-0.026336792,0.216812982,-0.011971269,0.005054536,0.142047349,0.067917957,-0.0232045695,-0.001893223,1,0.547420707,1.363360466,-1.680893631,-0.787595865,-0.093641926
2009,116903,2620.5,0,0.001,0.797,0.005,-7.32,0.001,0.0,211.528,5.276,0.0,0.0,0.002,-2.2,0.0,0.0,0.0,7.325,7.325,-2.2,0.031,0.0,-30.18,0.0,0.005,0.01,0.0,0.0,1.124,0.06,0.609004476,1.504203875,-0.304659498,0.0,0.004514673,-3.692307692,0.98501171,-1.671565369,1,-0.576755796,0.75,-89.01324503,-7.016393443,-2.98060139
2011,65280,2620.5,0,4.498,1.834,11.931,7.297,2.103,5.624,357.203,0.528,0.045,0.85,0.422,-5.95,1.465,0.0,0.0,3.167,4.501,-5.95,4.469,0.0,-111.994,0.803,9.462,1.556,0.0,0.0,2.809,0.12,-0.141629604,0.408135066,-0.011140377,-0.018740015,0.658871847,0.695421602,-0.283668797,0.217205006,1,0.170234666,0.969326744,-9.386807476,-0.263263767,-0.33455676
1995,10380,2620.5,0,28.01,8.205,42.371,14.53,0.439,82.524,5.077,1.197,0.0,11.982,1.177,1.171,8.635,0.0,0.0,15.654,27.841,1.171,15.701,0.0,7.768,18.309,95.821,0.166,0.218,0.723,1.126,3.5,-0.02641553,0.000855096,0.025514213,-0.03136122,0.77116424,0.036404421,-0.266013553,-0.018981721,1,0.817693238,0.82681966,0.18333294,0.071275165,-0.020291195
